id,standard_id,control_id,additional_selection_parameters,additional_guidance,created_at,updated_at
1186,7,270,CM-2(3) [organization-defined number of previous versions of baseline configurations of the previously approved baseline configuration of IS components],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1187,7,274,CM-2(7),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1188,7,275,CM-3,"CM-3 Requirement: The service provider establishes a central means of communicating major changes to or developments in the information system or environment of operations that may affect its services to the federal government and associated service consumers (e.g., electronic bulletin board, web status page). The means of communication are approved and accepted by the JAB/AO.
 CM-3 (e) Guidance: In accordance with record retention policies and procedures.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1189,7,276,"CM-3(1) (c) [organization agreed upon time period] 
 CM-3(1) (f) [organization defined configuration management approval authorities]",,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1190,7,277,CM-3(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1191,7,279,CM-3(4)-2 [Configuration control board (CCB) or similar (as defined in CM-3)],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1192,7,280,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1193,7,281,CM-3(6) All security safeguards that rely on cryptography,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1194,7,282,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1195,7,283,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1196,7,284,CM-4,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1197,7,285,CM-4(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1198,7,286,CM-4(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1199,7,287,CM-5,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1200,7,288,CM-5(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1201,7,292,CM-5(5) (b) [at least quarterly],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1202,7,293,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1203,7,295,CM-6,"CM-6 (a) Requirement 1: The service provider shall use the DoD STIGs to establish configuration settings; Center for Internet Security up to Level 2 (CIS Level 2) guidelines shall be used if STIGs are not available; Custom baselines shall be used if CIS is not available.
 CM-6 (a) Requirement 2: The service provider shall ensure that checklists for configuration settings are Security Content Automation Protocol (SCAP) validated or SCAP compatible (if validated checklists are not available).
 
 CM-6 Guidance: Compliance checks are used to evaluate configuration settings and provide general insight into the overall effectiveness of configuration management activities. CSPs and 3PAOs typically combine compliance check findings into a single CM-6 finding, which is acceptable. However, for initial assessments, annual assessments, and significant change requests, FedRAMP requires a clear understanding, on a per-control basis, where risks exist. Therefore, 3PAOs must also analyze compliance check findings as part of the controls assessment. Where a direct mapping exists, the 3PAO must document additional findings per control in the corresponding SAR Risk Exposure Table (RET), which are then documented in the CSP’s Plan of Action and Milestones (POA&M). This will likely result in the details of individual control findings overlapping with those in the combined CM-6 finding, which is acceptable.
 During monthly continuous monitoring, new findings from CSP compliance checks may be combined into a single CM-6 POA&M item. CSPs are not required to map the findings to specific controls because controls are only assessed during initial assessments, annual assessments, and significant change requests.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1204,7,296,CM-6(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1205,7,297,CM-6(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1206,7,458,"IR-1 (c)(1) [at least annually]
 IR-1 (c)(2) [at least annually] [significant changes]",,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1207,7,1189,SR-12,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1208,2,239,CA-3 (c) [at least annually and on input from JAB/AO],,2024-12-23T15:38:07.797271,2024-12-23T15:38:07.797271
1209,7,300,CM-7,"CM-7 (b) Requirement: The service provider shall use Security guidelines (See CM-6) to establish list of prohibited or restricted functions, ports, protocols, and/or services or establishes its own list of prohibited or restricted functions, ports, protocols, and/or services if STIGs or CIS is not available.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1210,7,301,CM-7(1) (a) [at least annually],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1211,7,302,CM-7(2),CM-7(2) Guidance: This control refers to software deployment by CSP personnel into the production environment. The control requires a policy that states conditions for deploying software. This control shall be implemented in a technical manner on the information system to only allow programs to run that adhere to the policy (i.e. allow-listing). This control is not to be based off of strictly written policy on what is allowed or not allowed to run.,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1212,7,303,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1213,7,305,"CM-7(5) (c) [at least quarterly or when there is a change]
DSPAV must be used.",,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1214,7,308,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1215,7,309,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1216,7,310,CM-8 (b) [at least monthly],CM-8 Requirement: must be provided at least monthly or when there is a change.,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1217,7,311,CM-8(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1218,7,312,CM-8(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1219,7,313,"CM-8(3) (a)-1 [automated mechanisms with a maximum five-minute delay in detection.] 
 CM-8(3) (a)-2 [continuously]",,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1220,7,314,CM-8(4) [position and role],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1221,7,320,CM-9,"CM-9 Guidance: FedRAMP does not provide a template for the Configuration Management Plan. However, NIST SP 800-128, Guide for Security-Focused Configuration Management of Information Systems, provides guidelines for the implementation of CM controls as well as a sample CMP outline in Appendix D of the Guide",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1222,7,322,CM-10,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1223,7,323,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1224,7,324,CM-11 (c) [Continuously (via CM-7(5))],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1225,7,326,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1226,7,328,CM-12,CM-12 Requirement: According to FedRAMP Authorization Boundary Guidance,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1227,7,329,CM-12(1)-1: [Federal data and system data that must be protected at the High or Moderate impact levels],CM-12(1) Requirement: According to FedRAMP Authorization Boundary Guidance.,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1228,7,331,CM-14,"CM-14 Guidance: If digital signatures/certificates are unavailable, alternative cryptographic integrity checks (hashes, self-signed certs, etc.) can be utilized.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1229,7,332,"CP-1 (c)(1) [at least annually]
 CP-1 (c)(2) [at least annually] [significant changes]",,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1230,7,333,CP-2 (d) [at least annually],"CP-2 Requirement: For JAB authorizations the contingency lists include designated FedRAMP personnel.
 
 CP-2 Requirement: CSPs must use the FedRAMP Information System Contingency Plan (ISCP) Template (available on the fedramp.gov: https://www.fedramp.gov/assets/resources/templates/SSP-A06-FedRAMP-ISCP-Template.docx).",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1231,7,334,CP-2(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1232,7,335,CP-2(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1233,7,336,"CP-2(3)-1 [all]
 CP-2(3)-2 [time period defined in service provider and organization SLA]",,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1234,7,338,CP-2(5) [essential],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1235,7,341,CP-2(8),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1236,7,342,"CP-3 (a)(1) [*See Additional Requirements]
 CP-3 (a)(3) [at least annually]
 CP-3 (b) [at least annually]","CP-3 (a) Requirement: Privileged admins and engineers must take the basic contingency training within 10 days. Consideration must be given for those privileged admins and engineers with critical contingency-related roles, to gain enough system context and situational awareness to understand the full impact of contingency training as it applies to their respective level. Newly hired critical contingency personnel must take this more in-depth training within 60 days of hire date when the training will have more impact.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1237,7,343,CP-3(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1238,7,345,"CP-4 (a)-1 [at least annually] 
 CP-4 (a)-2 [functional exercises]","CP-4 (a) Requirement: The service provider develops test plans in accordance with NIST Special Publication 800-34 (as amended); plans are approved by the JAB/AO prior to initiating testing.
 
 CP-4 (b) Requirement: The service provider must include the Contingency Plan test results with the security package within the Contingency Plan-designated appendix (Appendix G, Contingency Plan Test Report).",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1239,7,346,CP-4(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1240,7,347,CP-4(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1241,7,352,CP-6,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1242,7,353,CP-6(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1243,7,354,CP-6(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1244,7,355,CP-6(3),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1245,7,356,CP-7,CP-7 (a) Requirement: The service provider defines a time period consistent with the recovery time objectives and business impact analysis.,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1246,7,357,CP-7(1),"CP-7(1) Guidance: The service provider may determine what is considered a sufficient degree of separation between the primary and alternate processing sites, based on the types of threats that are of concern. For one particular type of threat (i.e., hostile cyber attack), the degree of separation between sites will be less relevant.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1247,7,358,CP-7(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1248,7,359,CP-7(3),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1249,7,360,CP-7(4),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1250,7,363,CP-8,CP-8 Requirement: The service provider defines a time period consistent with the recovery time objectives and business impact analysis.,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1251,7,364,CP-8(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1252,7,365,CP-8(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1253,7,366,CP-8(3),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1254,7,367,CP-8(4) (c) [annually],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1255,7,450,IA-11,"IA-11 Guidance:
 The fixed time period cannot exceed the limits set in SP 800-63. At this writing they are:
 - AAL3 (high baseline)
  -- 12 hours or
  -- 15 minutes of inactivity",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1256,7,451,IA-12,"IA-12 Additional FedRAMP Requirements and Guidance:
 Guidance: In accordance with NIST SP 800-63A Enrollment and Identity Proofing",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1257,7,452,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1258,7,453,IA-12(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1259,7,454,IA-12(3),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1260,7,455,IA-12(4),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1261,7,456,IA-12(5),"IA-12(5) Additional FedRAMP Requirements and Guidance:
 Guidance: In accordance with NIST SP 800-63A Enrollment and Identity Proofing",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1262,7,805,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1263,7,369,"CP-9 (a)-2 [daily incremental; weekly full]
 CP-9 (b) [daily incremental; weekly full]
 CP-9 (c) [daily incremental; weekly full]","CP-9 Requirement: The service provider shall determine what elements of the cloud environment require the Information System Backup control. The service provider shall determine how Information System Backup is going to be verified and appropriate periodicity of the check.
 CP-9 (a) Requirement: The service provider maintains at least three backup copies of user-level information (at least one of which is available online) or provides an equivalent alternative.
 CP-9 (b) Requirement: The service provider maintains at least three backup copies of system-level information (at least one of which is available online) or provides an equivalent alternative.
 CP-9 (c) Requirement: The service provider maintains at least three backup copies of information system documentation including security information (at least one of which is available online) or provides an equivalent alternative.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1264,7,370,CP-9(1) [at least monthly],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1265,7,371,CP-9(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1266,7,372,CP-9(3),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1267,7,374,CP-9(5) [time period and transfer rate consistent with the recovery time and recovery point objectives defined in the service provider and organization SLA].,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1268,7,377,CP-9(8) [all backup files],CP-9(8) Guidance: Note that this enhancement requires the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13.),2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1269,7,378,CP-10,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1270,7,380,CP-10(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1271,7,382,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1272,7,388,"IA-1 (c)(1) [at least annually]
 IA-1 (c)(2) [at least annually] [significant changes]",,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1273,7,389,IA-2,"IA-2 Requirement: For all control enhancements that specify multifactor authentication, the implementation must adhere to the Digital Identity Guidelines specified in NIST Special Publication 800-63B.
 
 IA-2 Requirement: Multi-factor authentication must be phishing-resistant.
 
 IA-2 Requirement: All uses of encrypted virtual private networks must meet all applicable Federal requirements and architecture, dataflow, and security and privacy controls must be documented, assessed, and authorized to operate.
 
 IA-2 Guidance: “Phishing-resistant"" authentication refers to authentication processes designed to detect and prevent disclosure of authentication secrets and outputs to a website or application masquerading as a legitimate system.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1274,7,390,IA-2(1),"IA-2(1) Requirement: According to SP 800-63-3, SP 800-63A (IAL), SP 800-63B (AAL), and SP 800-63C (FAL).
 
 IA-2(1) Requirement: Multi-factor authentication must be phishing-resistant.
 
 IA-2(1) Guidance: Multi-factor authentication to subsequent components in the same user domain is not required.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1275,7,391,IA-2(2),"IA-2(2) Requirement: According to SP 800-63-3, SP 800-63A (IAL), SP 800-63B (AAL), and SP 800-63C (FAL).
 
 IA-2(2) Requirement: Multi-factor authentication must be phishing-resistant.
 
 IA-2(2) Guidance: Multi-factor authentication to subsequent components in the same user domain is not required.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1276,7,394,IA-2(5),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1277,7,395,"IA-2(6)-1 [local, network and remote]
 IA-2(6)-2 [privileged accounts; non-privileged accounts]
 IA-2(6) (b) [FIPS-validated or NSA-approved cryptography]","IA-2(6) Guidance: PIV=separate device. Please refer to NIST SP 800-157 Guidelines for Derived Personal Identity Verification (PIV) Credentials.
 
 IA-2(6) Guidance: See SC-13 Guidance for more information on FIPS-validated or NSA-approved cryptography.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1278,7,397,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1279,7,401,IA-2(12),"IA-2(12) Guidance: Include Common Access Card (CAC), i.e., the DoD technical implementation of PIV/FIPS 201/HSPD-12.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1280,7,403,IA-3,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1281,7,404,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1282,7,408,"IA-4 (a) [at a minimum, the ISSO (or similar role within the organization)] 
 IA-4 (d) [at least two(2) years]",,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1283,7,412,IA-4(4) [contractors; foreign nationals],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1284,7,417,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1285,7,418,IA-5,"IA-5 Requirement: Authenticators must be compliant with NIST SP 800-63-3 Digital Identity Guidelines IAL, AAL, FAL level 3. Link https://pages.nist.gov/800-63-3
 
 IA-5 Guidance: SP 800-63C Section 6.2.3 Encrypted Assertion requires that authentication assertions be encrypted when passed through third parties, such as a browser. For example, a SAML assertion can be encrypted using XML-Encryption, or an OpenID Connect ID Token can be encrypted using JSON Web Encryption (JWE).",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1286,7,419,"IA-5(1)
DSPAV must be used.","IA-5(1) Requirement: Password policies must be compliant with NIST SP 800-63B for all memorized, lookup, out-of-band, or One-Time-Passwords (OTP). Password policies shall not enforce special character or minimum password rotation requirements for memorized secrets of users.
 
 IA-5(1) (h) Requirement: For cases where technology doesn’t allow multi-factor authentication, these rules should be enforced: must have a minimum length of 14 characters and must support all printable ASCII characters.
  
 For emergency use accounts, these rules should be enforced: must have a minimum length of 14 characters, must support all printable ASCII characters, and passwords must be changed if used. 
 
 IA-5(1) Guidance: Note that (c) and (d) require the use of cryptography which must be compliant with Federal requirements and utilize FIPS validated or NSA approved cryptography (see SC-13.)",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1287,7,420,IA-5(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1288,7,424,IA-5(6),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1289,7,425,IA-5(7),"IA-5(7) Guidance: In this context, prohibited static storage refers to any storage where unencrypted authenticators, such as passwords, persist beyond the time required to complete the access process.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1290,7,426,IA-5(8) [different authenticators in different user authentication domains],"IA-5(8) Guidance: If a single user authentication domain is used to access multiple systems, such as in single-sign-on, then only a single authenticator is required.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1291,7,431,IA-5(13),"IA-5(13) Guidance: For components subject to configuration baseline(s) (such as STIG or CIS,) the time period should conform to the baseline standard.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1292,7,432,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1293,7,434,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1294,7,437,IA-6,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1295,7,438,IA-7,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1296,7,439,IA-8,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1297,7,440,IA-8(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1298,7,441,IA-8(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1299,7,443,IA-8(4),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1300,7,446,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1301,7,449,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1302,7,806,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1303,7,459,"IR-2 (a)(1) [ten(10) days for privileged users, thirty(30) days for Incident Response roles]
 IR-2 (a)(3) [at least annually]
 IR-2 (b) [at least annually]",,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1304,7,460,IR-2(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1305,7,461,IR-2(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1306,7,463,"IR-3-1 [at least every six(6) months, including functional at least annually]",IR-3-2 Requirement: The service provider defines tests and/or exercises in accordance with NIST Special Publication 800-61 (as amended). Functional testing must occur prior to testing for initial authorization. Annual functional testing may be concurrent with required penetration tests (see CA-8). The service provider provides test plans to the JAB/AO annually. Test plans are approved and accepted by the JAB/AO prior to test commencing.,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1307,7,465,IR-3(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1308,7,467,IR-4,"IR-4 Requirement: The FISMA definition of ""incident"" shall be used: ""An occurrence that actually or imminently jeopardizes, without lawful authority, the confidentiality, integrity, or availability of information or an information system; or constitutes a violation or imminent threat of violation of law, security policies, security procedures, or acceptable use policies.""
 
 IR-4 Requirement: The service provider ensures that individuals conducting incident handling meet personnel security requirements commensurate with the criticality/sensitivity of the information being processed, stored, and transmitted by the information system.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1309,7,468,IR-4(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1310,7,469,"IR-4(2)-1 [all network, data storage, and computing devices]",,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1311,7,470,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1312,7,471,IR-4(4),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1313,7,473,IR-4(6),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1314,7,474,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1315,7,475,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1316,7,477,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1317,7,478,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1318,7,479,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1319,7,480,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1320,7,481,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1321,7,483,IR-5,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1322,7,484,IR-5(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1323,7,485,IR-6 (a) [US-CERT incident reporting timelines as specified in NIST Special Publication 800-61 (as amended)],IR-6 Requirement: Reports security incident information according to FedRAMP Incident Communications Procedure.,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1324,7,486,IR-6(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1325,7,487,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1326,7,488,IR-6(3),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1327,7,489,IR-7,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1328,7,490,IR-7(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1329,7,491,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1330,7,492,"IR-8 (a)(9)-2 [at least annually]
 IR-8 (b) [see additional FedRAMP Requirements and Guidance]
 IR-8 (d) [see additional FedRAMP Requirements and Guidance]","IR-8 (b) Requirement: The service provider defines a list of incident response personnel (identified by name and/or by role) and organizational elements. The incident response list includes designated FedRAMP personnel.
 IR-8 (d) Requirement: The service provider defines a list of incident response personnel (identified by name and/or by role) and organizational elements. The incident response list includes designated FedRAMP personnel.",2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1331,7,494,IR-9,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1332,7,496,IR-9(2) [at least annually],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1333,7,497,IR-9(3),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1334,7,498,IR-9(4),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1335,7,500,"MA-1 (c)(1) [at least annually]
 MA-1 (c)(2) [at least annually] [significant changes]",,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1336,7,501,MA-2,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1337,7,504,MA-3 (b) [at least annually],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1338,7,505,MA-3(1),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1339,7,506,MA-3(2),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1340,7,507,MA-3(3) (d) [the information owner],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1341,7,508,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1342,7,509,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1343,7,510,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1344,7,511,MA-4,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1345,7,512,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1346,7,514,MA-4(3),,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1347,7,515,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1348,7,517,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1349,7,518,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1350,7,519,MA-5,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1351,7,520,"MA-5(1)
DSPAV must be used.",MA-5(1) Requirement: Only MA-5(1) (a)(1) is required by FedRAMP Moderate Baseline,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1352,7,524,,,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1353,7,525,"MA-6-2 [a timeframe to support advertised uptime and availability]
CSP/CSO may use FedRAMP value.",,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1354,7,530,"MP-1 (c)(1) [at least annually]
 MP-1 (c)(2) [at least annually] [significant changes]",,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1355,7,531,MP-2-1 [all types of digital and/or non-digital media containing sensitive information],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1356,7,534,"MP-3 (b)-1 [no removable media types]
 MP-3 (b)-2 [organization-defined security safeguards not applicable]",MP-3 (b) Guidance: Second parameter not-applicable,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1357,7,535,"MP-4 (a)-1 [all types of digital and non-digital media with sensitive information] 
 MP-4 (a)-2 [see additional FedRAMP requirements and guidance]",MP-4 (a) Requirement: The service provider defines controlled areas within facilities where the information and information system reside.,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1358,7,538,"MP-5 (a) [all media with sensitive information] [prior to leaving secure/controlled environment: for digital media, encryption in compliance with Federal requirements and utilizes FIPS validated or NSA approved cryptography (see SC-13.); for non-digital media, secured in locked container]",MP-5 (a) Requirement: The service provider defines security measures to protect digital and non-digital media in transport. The security measures are approved and accepted by the JAB/AO.,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1359,7,543,MP-6 (a)-2 [techniques and procedures IAW NIST SP 800-88 Section 4: Reuse and Disposal of Storage Media and Hardware],,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1360,7,544,MP-6(1),MP-6(1) Requirement: Must comply with NIST SP 800-88,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1361,7,545,MP-6(2) [at least every six(6) months],MP-6(2) Guidance: Equipment and procedures may be tested or validated for effectiveness,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
1362,7,546,MP-6(3),MP-6(3) Requirement: Must comply with NIST SP 800-88,2024-12-23T15:34:01.702601,2024-12-23T15:34:01.702601
